Comments,Target
The lowest price on the Marchè,1
Offer Black Friday not to miss,1
It's very very good,1
Filtering carafe consistent with the announcements of the Brita brand;,1
Good quality.Glued to a wall .. perfect.,1
"Very good stainless steel quality
Quick delivery ????????",1
He smells of man's scent but not as annoying as it has,1
It does not fix,-1
"Really it is top it does not stick and quick to heat, really I do not regret my purchase",1
Good product,1
Super pigmented .. it can be used for eyeshadows too,1
Good product,1
Super quantity and quality,1
"very good, lezmek testa3mel akther chwaya quantity mte3 mte3 the other brands but compared to value-price Tayara",1
good quality,1
Fast delivery and acceptable value for money,1
"Excellent quality
Surgical bib compliant with standards",1
"Easy to install, washable and beautiful on a wall",1
The color is slightly darker than the packaging,1
Good product,1
Not bad,1
Its smell is pleasant effective for laundry not too dirty,1
Good quality!,1
Very satisfied,1
I really like the smell and in addition it lasts very long ????????,1
Good quality,1
Good value for money,1
Good product,1
The power cable is missing,-1
Detail,1
Very convenient,1
Comfortable perfect protection,1
An exceptional product,1
"Flop, quality 5ayba",-1
Do not advise,-1
professional product,1
Top 5 stars,1
Unstable on the odor and density level.In any case not in accordance with its first appearance.,-1
Bad water product it does not contain alcohol,-1
good quality,1
Good quality,1
"Perfect, comfortable.",1
I don't like varnish with glitter,-1
good product,1
Excellent for cooking meat.Hermetic and not very heavy.I recommend !,1
satisfactory product,1
A good product,1
Item is not worth 80 dt c too expensive compared to the quality of the material,-1
Good product that could have been better if he had rounded edges!,1
Perfect,1
Very fragile and very small,-1
Good for short hair the baby hair,1
Good not bad,1
My mother is satisfied,1
My daughter liked a lot,1
A good product,1
Flexible ... I like,1
Very good product.Thank you for the gift too,1
Very basic quality,1
Good product,1
Before it was better.,-1
Zero product it is useless,-1
"The smell only lasts the time for vaporization.
Totally unnecessary product",-1
Compliant with the description,1
I like this perfume it is beautiful,1
"Good product
Fresh cleaning and smell",1
"Nice, value for money!",1
Thank you Jumia I am very satisfied,1
All nuances are alike.Is not effective,-1
Beneficial condiment for health,1
Too concentrated and percentage of alcohol not mentioned,-1
Fast delivery and product in accordance with the description,1
Should be a little more absorbent,1
Quality 10/10,1
Top value for money,1
Product too liquid and bottle is not plasticized at the plug.,-1
Batton number must double,1
Poor smoothing.Leave the puffy hair,-1
Very convenient,1
Good product,1
Acceptable quality and price,1
good product,1
Practical.Do not occupy much space,1
Strengthen the lace attachment to the mask,-1
Very good quality,1
Best milk in Tunisia,1
Satisfied,1
Good quality product,1
I recommend for those who like sweet perfumes,1
A delight,1
C not the right brand of material,-1
good value for money,1
Excellent like the photo exactly ????.THANKS,1
No one I don't recommend it,-1
"Good quality, I recommend",1
Reasonable price,1
In accordance with its description,1
Mediocre quality,-1
Very good quality,1
"Perfect coverage but too dark color for medium shade NUMERO 2. Next time, I recommend the lightest.",1
Practical in the bathroom,1
Very satisfied,1
Good product,1
I just love Rodou Belkom M Teint Color Khtr 030 Fetha F Denya compared to Taswyra,1
Efficient product with a very pleasant smell!,1
Robusta pure to mix with the arabica,1
The product is great,1
I used it and I am satisfied.I recommend it to all those who hesitate.,1
Satisfied,1
very good product,1
good quality,1
a very good quality,1
"A good face cream, easy to use
good hydration
A good look when you wake up
I have to wait qlq days to judge its effectiveness on brown facial stains",1
C very practical and easy use,1
I don't like the smell,-1
Too practical,1
Covering w matzayatch I recommend,1
Quality and price,1
The bottle is disproportionate to the liquid: risk of bottom of the bottom,1
Useful for many household work,1
Top delivery products at the top,1
"Good quality, tABA3T instruction just s3iba chwaya wire fixation",1
I love this product its quality so its smell are great,1
Super quality and price,1
Good product,1
Medium quality,1
"Good quality, easy use",1
A very modest quality for an FFP2 mask,-1
I recommend this ideal soap to clean oily skin,1
I like .Do the trick,1
"It's great, aesthetic side and very easy to install!",1
Too expensive and 8 pieces are similar no difference between them,-1
I recommend,1
Very effective against tasks,1
Satisfied,1
It is not badly a good value for money,1
Delicious ????,1
"Really it's perfect, the glitter is super pretty and the glue it holds a lot of sea i jumia",1
Volume not adjustable using an external memory or flash card,-1
I am satisfied,1
Gorgeous,1
Good but not in accordance with the posted image,1
Easy to install and practical.,1
I like bcp the smell and freshness of laundry after each washing!I invite you to try it and I guarantee you that you will only buy this brand!,1
Compliant with the description,1
Very satisfied thank you very much,1
Highly recommended,1
"Complies with the catalog, I hope Jumia continues to preserve the image of trust with its customers. Thank you",1
Good product,1
Good quality,1
Mezien color without transfer and which lasts a long time,1
"The white is correct, but the colors are not very bright, but it does not matter.The product is good overall.",1
Very bad quality ????????,-1
I recommend,1
Perfect service,1
"Good product, satisfactory",1
Light and efficient,1
All super very satisfied,1
"It is very difficult to inflate the pouf.Even after getting there, there is no inflated more than a week, however there is no hole.",-1
Good quality,1
هائلة especially to grill impercabĺe,1
"Very good product.Please import the packs of 68 lozenges too.
and other brands like ""Sun"".",1
Color texture all is perfect,1
Product identical to that ordered.Polished and pro delivery man.I like,1
Product in accordance with the description,1
light but it makes a lot of noise and sometimes water flows instead of steam,-1
very comfortable and beautiful,1
"I like that, thank you for the pro service",1
It does not bake the waffles well because does not heat enough long.,-1
Good product,1
Bad quality,-1
"Good product, powerful and silent.",1
Good quality,1
It was not effective,-1
Well -produced,1
Very good excellent product ... Remember to sell glue tubes in addition since reusable,1
Alright,1
Gorgeous,1
"very good, lezmek testa3mel akther chwaya quantity mte3 mte3 the other brands but compared to value-price Tayara",1
Super logistics service also communication too,1
"A cardboard circle will be better than the cardboard rule which is not rigid for the implementation of benchmarks for numbers, but in the end it is very beautiful to see: D",1
Non -functional product at reception,-1
It's not pure honey,-1
"The machine works super well
And very fast waffle cooking",1
Mineral water,1
Good product. Very good value for money,1
Good product,1
"A good value for money, I love the smell and it is quite concentrated",1
Real fresh tuna in olive oil!,1
I don't like the wax and the very heating device can burns you when you pass the wax on your skin.,-1
Product in accordance with images and description,1
No effect on mosquitoes.,-1
Odor lemon ... does what it takes,1
Great compared to the price,1
Thank you for the gift .,1
Effective against smells ...,1
Very good quality,1
Good value for money,1
Satisfied,1
Null compared to value for money,-1
Satisfied,1
"Price quality ????????????????
I recommend the product, the seller and of course Jumia",1
No longer sell this article,-1
Solid and fairly qualitative product,1
Very difficult to assemble,-1
Well dry quickly and above all do not stick,1
I appreciated,1
Practical and functional,1
I love it,1
Excellent quality,1
Thank you it's like I Souhte ????,1
Very average taste and quality given the provenance ....,-1
Impeccable interior storage,1
Robust and practice,1
"An excellent floor lamp, the materials are great and the finish is flawless!",1
Satisfying,1
Good coffee,1
Compliant with the description,1
The colors are really wow,1
"It is necessary to mark in a clearly visible way on the packaging and the container the exact composition quantitatively encrypted of the product The hydroalcoholic gel: which alcohol volume and the corresponding chemical formula, even for the other components.
Exactly as for drugs or white pharmacy.
Also mark the safety instructions in the event of an accident.
THANKS",1
There is everything you need and the packaging is nice,1
Good product,1
"Speed, real product compliant with the product exposed to the site",1
Identical to the photo,1
Very satisfied <3,1
Good value for money.Capsules better than competition for a similar price,1
Useful for office,1
Easy to applied does not flow.,1
Benten value for money,1
Good opportunity,1
very good quality I am satisfied thank you jumia,1
I like a very pleasant odor and does not stick,1
"Glue very well on the wall, the design corresponds and of good quality and the size corresponds to what is said in the description.I recommend this honest seller.",1
Varnish color is not the same also color of the gloss,-1
I really am disappointed with this product,-1
Top quality,1
Excellent texture and top value for money.,1
Good quality article,1
I am very happy,1
Thermos that holds the heat and the cold + well protected,1
It is really good and more than big than I thought!My dog loves it,1
"Meets the expectations of any housewife, very practical and light",1
It is an ideal storage for makeup and ointments,1
detective product,1
The price of delivery is too,1
Very good value for money,1
It's very pretty ❤️❤️❤️✨,1
Very pleasant and hard smell.,1
I do not like,-1
"White light is powerful.
The other colors are very bright.
Just the room must be dark to have a very nice effect.",1
A very good product,1
Not bad,1
Very good coffee is the second time I order with a little gift thank you and good luck,1
"In accordance with the description.
All colors available and real
Very satisfied thks",1
Very practical .. amazou fisa3 double my ymesou lmè,1
"I cleaned the hood of my kitchen using this product it is a very effective product, superb result and radical change.But that will not make the product like new.;)",1
Practical and it has no time or space.I recommend,1
Very good quality,1
Beautiful product,1
Best,1
reasonable price quality,1
I loved,1
Not bad at all,1
A good idea for home decor,1
Signs received with dirty white and not white as I chose ... I am not satisfied as a Jumia customer.,1
"Very natural effect and a pretty pink color, thank you for the gift",1
"Very Practical and Gain of Space, I Find that it is a good investment for those with a lot of creams and lotions, there is a red part of lipstick also, I hesitated between this color and the transparent sold in another, but this color isplug",1
Ok i like,1
To put it again,1
Very Practical for Children and the Elastic is flexible.i Highly Recommend.,1
Your supplier is a scammer .... the EC 55 Expert Product Mixes With 400 Lites for .0.250 L of Product ... For the same price that is provided with meland with 50 Liters on 0.250 Liters .... Jumia has the qualityofSale and Delivered ... But you do not have the hand on your suppliers .... this year i lost at least 1000 d of Products Against Ways.,-1
I Bough it on dirty Thank you,1
All is well,1
Excellent product at low prices,1
"Very fragile article, very poor quality plastic.does not hold in the wardrobe and do not wear more than pants.i do not recommend !!!to have",-1
Gorgeous !!,1
"Good Quality, Pretty Design",1
Ideal for the Hands,1
It deteriorates Very Quickly A Shame,-1
No Complying Product,-1
Very protective and the elastics are very flexible and soft do not how the ears,1
Efficient Product with a very Pleasant Smell!,1
Good quality,1
Beautiful Design,1
Product corresponds perfectly to the description,1
I LIKE BCP The Smell and Freshness of Laundry After Each Washing!I Private you to try it and I Guarantee you that you will only buy this brand!,1
A good product,1
Very good product,1
Very effective and very useful ...,1
"Super texture, Beautiful Color
I love",1
"Contains alcohol (ignites and evaporates), so True Hydroalcoholic gel.recommended.",1
Good Product That Meets My Expectations,1
The Value for Money and Price is Perfect.,1
4 stars,1
Gives a good look at the decor and saves space;minimize chaos.,1
"Excellent product!
I Bough it Twice and it's Great!",1
Well done ????,1
Very nice rendering,1
Good quality,1
I do not like,-1
Value for money and price is excellent,1
The Product Saves You The Utilization of Salt and Finishing Liquid,1
We One Side,1
I am very satisfied with this product and all those who see it it also loves,1
A good product,1
"Effective and Economical, shame that this article is no leaning available on jumia",1
Very good quality,1
Good value for money,1
Very pigmented,1
Good quality,1
It's not real honey,-1
A good product,1
"Mouch Normaaaal ♡
Texture 100% in Accord with the one i had it for a day",1
I Highly recommend this product,1
"The concept is good, but really too small",1
C my 3rd cmd of this mm article very good value for money,1
Bad Finish and very fragile,-1
"Product in Accord with the Description, of very good quality and the deliver was fast.",1
I WOULD STILL LIKE TO BUY PLEASE,1
Hard Enough to Assemble,1
Fondant and Moderatelyryry Pigmented Texture for a Very Soft Glammorous Effect.i Advise You to Take a Slightly Darker Color Than The Desired Shade Shade Shade Shade,1
I do not recommend this product,-1
Excellent Quality,1
Good Quality.,1
"Very good quality, you can even add the size of the mask, i love it!",1
Very simple and handy,1
"Luxury, i like",1
Responds to its function and of very good quality for an affordable price.??????????????,1
It works well !!,1
I really enjoyed it,1
Pro Product,1
Do his job it's good,1
Good product,1
"Authentic Product, Super Fast Delivery",1
It is convenient,1
A good product,1
I loved,1
Very convenient,1
UNSTABLE on the odor and density level.in any case not in accordance with its first appearance.,-1
very exhaustive,1
Children Love Him !!,1
"This product is not recommended, it is a scam, old oil, without taste and very light.
A Zero Product",-1
"At First Stroke This Honey has the are of being good, provid that it is really natural and without any addition of any foreign product.",1
Not Bad as Coating The Little Concern is that we are not entitled to the error by putting it the adhesive is strong and sticky,1
Crazy Value For Money!,1
Cleaning.,1
"There is more oil Than Tuna
In addition it is a mixture of crumbs and tuna rooms",-1
That's Wonderful,1
Good Quality Capsules and Well Sealed So Keep Their Aromas Well.,1
Good product,1
"The Device is correct, but the wax is of poor quality, it sticks even after the shower",1
Too Bad the Quality is Very Average,-1
Perfect for Daily Use,1
"I don't like at all, very bad quality with terrible finish",-1
Top Product,1
Good product,1
Good quality,1
"Practical, Thank You",1
Good product,1
It is only ki te9lebha the dough to5rej on the side.so better my te9lebhach.,1
Very satisfied Thank you,1
Good Quality.,1
Alright,1
Very good product.,1
Good product,1
Very good bsissa as we like it!,1
"I like bleach 0% chlorine, this is an excellent product that I used in my life.THANKS.",1
Practical,1
Not very hot,-1
Easy to apply,1
"He responds to the description and my request, I am very satisfied",1
Ventilation is not at the top.,1
A good product I like,1
No comment,1
Air -free air bubble papers,-1
quality product,1
Nothing to report at the moment.,1
I like,1
Very useful,1
Very good value for money,1
Delicious,1
Improve quality,-1
It's alcoholic with a magnificent odor.,1
Good product,1
"The best nespresso compatible capsules in Tunisia with the best value for money.
Fast delivery and top packaging!",1
Perfect in two words,1
Good deal,1
"- Very good price/quality ratio
- Tunisian product, I recommend (mechanic, site or at home)
- The bulb is protected by a glass cover and by a plastic grid",1
Excellent value,1
Delicious and good.,1
"The user manual is not mentioned in the packaging,",-1
I love really perfect,1
Colorful,1
"Product in accordance with description, photos and opinions.Nice finish, excellent packaging, delivered quickly (in advance) and accessories provided.I recommend",1
Super scattering,1
I love the article,1
Good product,-1
Zero quality.I am shocked,-1
"Very difficult to fill, the hole by which the frost comes out is on the side, not directed towards the palm of the hand, and again it does not come out",-1
Practical,1
Dear price,-1
Value for money,1
"Just miss the separations in the drawers to divide each drawer in half, for the rest it's ok",1
Incredible heat,1
"For some masks the elastic stands out.
Otherwise, the product is good is effective.
Thank you Jumia",1
Top quality and service,1
"Very good coverage
Very light color",1
"Identical to the photo except the color which is not very red.
I love",1
Light is not well shared in the room,-1
Very comfortable I love,1
Practice of adequate dimensions.,1
The ribbon is easily detached,-1
Acceptable and comfortable quality,1
Very comfortable protective mask.I strongly order it that it is daily and / or in the hospital (caregivers),1
Good product with a free gift in the parquet floor,1
Thank you very fast delivery,1
"Compliant product 
 Quick delivery",1
I advise you,1
Satisfied,1
Practical,1
Excellent but too bad the bingo brand no longer exists it is the best for me,1
Good quality like dab,1
Good quality,1
Good product,1
Very beautiful the kit!Packed and practical pamper too!I loved !,1
"The quality of product is mediocre
I used it 1 time and that's all",-1
"Still chapses, changes nothing",-1
"Very good coffee
Perfect value for money",1
easy use,1
"Good


Soft and very pleasant odor",1
satisfied,1
Lezmou glue,1
Alright,1
My coffee poured in burning becomes lukewarm after two hours.,-1
Easy to use and normally effective product,1
Satisfied,1
"I noted 4/5 so the product is excellent!Besides, I have always bought this brand despite the advertising of other brands.I removed a star for the packaging done in the va quickly, I never received a Jumia package in such a packaging damage!",1
"Very effective, good value for money ????",1
Good product and comfortable.,1
Very satisfied,1
good product,1
Very comfortable I am satisfied,1
The quality,1
very good product,1
Good value for money,1
Good product,1
Satifisant value for money.,1
"Are suitable for adults
Awaiting sustainability",1
Top quality and colors,1
Alright,1
Beautiful and pleasant.,1
Mediocre quality,-1
A little expensive compared to the product,1
Very good product,1
"Quality fabric
Color corresponds to the photo",1
Perfect except the bands but the wax and the apparatus BLN condition,1
Good quality with a good price.Thank you Jumia,1
"Professional from A to Z, an experience that was first but certainly not the last.",1
Help to save time,1
"Pretty, robust and practical!",1
Bniina w few7a leli y7ebou the flareaux perfumes,1
Good equipment thank you,1
very good product,1
Too high price,1
Very well congratulations good continuation,1
"Very good article, practical for its use and effective for its brightness",1
reduce the price,1
It is convenient,1
"It is srtt for sensitive skin
Excellent smell",1
I love this product,1
"Buy without overhanging too much/ practical and very elegant.Perfect for storage in the bathroom;towels, dryer etc",1
"Good finish, practical and fairly robust.Except that there is a label location on the drawers!",1
It is very good quality level,1
Like the foto,1
Without any effect on stains,-1
"The texture is pleasant to apply.
Well dressed.
The pencil size with is practical.",1
Good value for money,1
Q/P ratio not bad,1
Satisfied,1
I think that the element is greater,-1
"The extraction outlet is on top, when I needed it on the back.Nothing is specified in the hoods on this subject, normally the hoods have 2 outputs one on top the other at the back, pre -cut.We remove the cutting of the output we use.So the hood is useless.",-1
Good quality,1
It dries quickly and does not stick to the hands.,1
Satisfied and metal expectations,1
Good quality,1
I do not like,-1
"No more than that, thank you very much Jumia",1
Good product.,1
Very good tuna taste in pieces with a small amount of oil unlike other products.,1
Good value for money,1
Practical product,1
Nothing to say more and manar the perfect taste of tuna with slices of tuna.,1
Great I am very satisfied,1
"I just bought this product, a priori he does the trick, he holds the drinks warm, there is no liquid leak, it is practical for drinking directly from the thermos. But it will be necessary'Try for a longer period to be able to give a precise evaluation",1
"Good quality for price, fast delivery.Nothing to report I highly recommend",1
"Advantage :
- Practical and effective for domestic use.
Inconvenience :
- Fragile materials",1
Top value for money,1
"I didn't like anything unfortunately, the mower I just acquired is a scam, it is very weak, I told myself that it may be the batteries, I put Duracel, it did notNothing given!",-1
"Even if it is specified that they are in satin, we do not see it so clearly in the photo.They are therefore even more beautiful than on the site.It's a powdery pink.
I did not unfold them and installed so to see later if fault.",1
A very good quality,1
Lightness and anti -slip.,1
I received that 1 despite being written for 2,-1
"I bought another order of wall panels again and I am well satisfied, ... Thank you Jumia for publishing my previous comment of the non -satisfaction concerning the color of the panels of the previous command ...",1
Excellent value.,1
I really like,1
Very slow speed,-1
The product is beautiful but not very large,1
The pillows are not comfortable (very hard),-1
Gabrini not to recommend,-1
No comment,1
Very convenient,1
Gorgeous,1
"The product is not ergonomic enough: lack of flexibility, not comfortable",-1
Does not stick,1
The color is beautiful,1
misleading.Volume not large enough.,-1
A very good product with a very reasonable value for money,1
Its brush is fine,1
"Excellent, real hot chocolate",1
"This product is exerted for nail treatment.The results are quite fast.I have been using this product for a year and finished the brittle nails, soft.No need to place false nails ........ Natural nails make the difference.",1
Mediocre quality,-1
Very practical and beautiful quality,1
Satisfied,1
Good value for money,1
Very pretty night light I love the simplicity of design!Buy a small bulb It is supplied without.,1
Very good qualities,1
Not good quality,1
???????????,1
Compliant and fast,1
Without taste and odorless,-1
"are not effective, and very sensitive",-1
She broke after a month,-1
The type of gel that sticks to the hands,-1
Color pale texture bad and same app not easy product to throw in the trash,-1
Kind smell and not too strong,1
Good product for nourishing hair,1
The mosquitoes have almost completely disappeared,1
"The mascara is too pasty, and is removed bessif",-1
economical and very effective,1
The price and troop,-1
"Light and hot
Pretty colors !!",1
excellent product,1
Protects the clothes well,1
The article works normally but it does nothing,-1
Good product,1
Perfect but too expensive for me,1
Effective but pay attention to your hands,1
diluted product,1
As expected !,1
Very far from other brands.,-1
Too expensive compared to its really disappointed quality,-1
"Product that meets expectations.
My wife is satisfied",1
Polishing non -compliant couscoussier presents a default at the steam cook,-1
Colors,1
Good quality.,1
Cover 2 to 3 m,1
Good value for money,1
in accordance with expectations,1
Any course I love this product,1
Magnificent light,1
The colors are not pigmented enough but I still like it,1
I liked this product,1
It's not extra,-1
very good quality,1
Good product,1
Very good value for money,1
Good product .. good fixation idea,1
It smells good now in the toilet,1
"Very effective cleaning, I recommend",1
it is big and works well,1
Bigger quality waw,1
Alright,1
good smell,1
It's just a little heavy and I had to buy a wooden stick and I did it perforated too .... otherwise it's perfect,1
Bad quality,-1
It's impeccable,1
"Beautiful and as the photos indicate.
Bring a beautiful atmosphere with its soft color",1
Reasonable quality and price,1
Easy to use,1
Very convenient,1
I trust the brand and I hope not to be mistaken,1
Generous and long -lasting pigmentation ????,1
It's very useful !Especially since I have no shelves in my kitchen,1
Good quality and good size for my children 7 and 16,1
Product quality,-1
Not very practical when you hold it,-1
"Very effective, disinfect without staining",1
"Good quality mask, comfortable elastic",1
Good quality product,1
Very pleasant and hard smell.,1
Very good product.Please import the packs of 68 lozenges too.,1
"It's good quality, I like it",1
Good quality,1
good smell and elemine traces and dirt,1
Excellent Product Vue Quality Price C &#039; is excellent .... Thank you Jumia,1
Gorgeous,1
Ridlo delivery.good quality,1
Satisfied,1
I like this pillow we sleep well with,1
"- not clean paint, shelf with finger trace, damaged plates, dangerous fixing system (installation)
+ fast shipping",-1
Too bad no cover,1
This product is not effective,-1
satisfied,1
Make the montage of the visorys before sending them.,-1
A very good taste,1
I loved the texture,1
Poor qualities,-1
The quality is top,1
"The price is expensive and it was necessary to sell ""glasses"" and ""gloves"" separately.I only wanted the glasses but I had to take gloves that I don't need.",1
really good quality,1
A can be fragile in terms of ears,1
Poor quality product,-1
I like very practical,1
A very good brand,1
Very good value for money,1
I highly recommend,1
The product is identical to the image represented,1
he is excellent ???????? ❤❤,1
Comfortable: Material and solid and well -finished fabric,1
"Masks have very good elastic bands, they have a neutral smell and do not smell vinegar like those purchased in pharmacies.

Excellent value",1
Not very fresh !!,-1
"It smells very good, very good value for money, I'm happy.",1
"Made in Russia, bad smell and it holds only two hours and not 48 hours!",-1
Best quality price report,1
Very good product,1
Good quality,1
I like packaging for accessories,1
bad quality,-1
Very satisfied with the product and more delivery of the delivery man that I thank infinitely. ????????????????????????????,1
No comment,1
Confirm to my expectations,1
I adore,1
Very useful and practical,1
Very light color,-1
A lot of products,1
Good quality,1
Good quality.,1
"Good quality, uncomplicated assembly, holds good even filled with vegetables and fruits, on the other hand I was sent a different color of the one I order ... but I still like",1
Absorbs water well,1
Very bad,-1
It's too good,1
Good value for money,1
Good value for money,1
Ma3ejbounich the colors mech kima f photo ????????,-1
Good product,1
Neither the quality and nor the packaging,-1
"Synthetic fabric, junk product.",-1
It's already perfect,1
Very well value for money,1
Very practical article overall,1
In the absence of your bad packaging I received the consumed bottles and the softener overthrow.The traffic jams had to be locked well with tape and not at best bottles !!!,-1
Satisfied,1
"Attention package of 10 bands only, it must be specified!But otherwise the wax is very good",1
Good product,1
The photo shows the casserole greater than everything while it is downright the opposite.The casserole is 4L so just enough for a small family.Otherwise she works well,1
Not practical I do not recommend it,-1
Sorry this was not the desired color but no serious,1
It's beautiful it gives a very cozy feeling.,1
Poor purchase,-1
Small practice and efficient,1
Medium quality,-1
It is a declassé product,-1
"Excellent quality, very flexible elastic,
And comfortable",1
I love perfect for me,-1
satisfied,1
Better min tuna manar,1
"The serum is beautiful!It eliminates brands and it hydrates the skin very well!
I advise to buy.",1
Mediocre quality,-1
I like the perfume,1
Corresponds to the description.Quick delivery,1
He torn apart that I opened them,-1
My mother really liked this product,1
thank you for everything,1
Fast delivery and product in accordance with the description,1
Appetite stimulation,1
I have been using the casserole dish for a month and I am completely satisfied with my purchase.,1
DIY KIT and it's nothing professional like on the site,-1
"Nice wood, nice design and received very quickly.",1
Satisfied,1
Correct nice product compared to its price,1
Advice,1
Loses his hair quickly made a single side is covered with fur the other not even hairs not all silky especially for the price .. big flop,-1
Plastic product that can never be used as an office lamp,-1
Pretty color,1
It is convenient.,1
"It is very effective because it allows you to change the light rate
The front torch zoom",1
Excellent value for money,1
Thank you for your ❤️,1
"It's too bad but why my lips don't change, nothing",-1
"Hydrates the lips well with a natural rosé shade that lasts all day
Eveline thank you for the gift!",1
Quality and price,1
"Well for the price, on the other hand they are very large, so it takes time to get used to it.",1
Finally I ate the goodest part with my choice,1
The bottom of the pan blackens,1
Ta7foun 3ale5er w in7i tasks,1
Normal thank you for your service,1
Good product,1
The quality of the oil is good.,1
Value for money it goes but it remains very fragile.I received the product with some faults but it goes,-1
The delivery time,1
Very discreet easy to place,1
a good product,1
I am satisfied with the product.Thank you Jumia :),1
"I love this coffee, delicious and of good quality",1
No complaints,1
Good but too small,-1
Gorgeous,1
"Super color, remains intact 24 hours",1
Nothing to say,1
Mediocre quality,-1
"The taste of coffee is good and the price is reasonable, except that the capsules stuck sometimes may be that their size is not always good.",1
A good product is really alcoholic and its glue not in the hands,1
I didn't really like texture and color too much,-1
A good product,1
Very satisfied,1
Top for Naso-Genian furrows!,1
"Excellent deal
Pensive loop",1
good product,1
very good product,1
Good quality,1
Perfect he holds all day,1
practical,1
4 stars,1
Good quality Tunisian product,1
Very satisfied thank you very much,1
I am very happy,1
I like this product,1
Unfortunately I do not find the special wallpaper glue,1
Really bad quality,-1
Compliant with the description,1
Alright,1
Very good for the cool and light summer,1
"I recommend this battery, robust and of very good quality.",1
Top quality,1
Easy to use and it is top,1
Good taste and tasty,1
Quality of acceptable slides ... but the soap is out of topic: very diluted and bad smell.,1
"After 15 days, he is already rusty",-1
Value for money very very satisfied,1
A good product,1
Top product,1
Imperble and good smell.,1
Effective but leave traces on the bathtub floor,1
Price more expensive than elsewhere !!!!,-1
Perfect and safe timing,1
"Good value for money





Good











Good value for money",1
It's good,1
I received my order on the days you informed me of its reception. It is a good service,1
poor quality of the materials.very expensive,-1
I am satisfied,1
Correct quality / price,1
Long and voluminous.Very good texture.,1
"Fast delivery, high -range product quality",1
very bad product,-1
Nothing to say really top,1
They loved the strawberry taste,1
I am delighted with my purchase because it has my daughter more.,1
Powerful.bureau very quickly heated.,1
Much appreciated  ...,1
I sincerely liked it,1
satisfied product perfect thank you,1
"A DIY wall watch not super easy to climb, but the result is very satisfactory after 1-2 hours of repositioning of the various components.",1
I highly recommend the palette,1
Good quality price ratio,1
Very bad,-1
"Excellent product!
But the packaging must be improved",1
Good product,1
"Good finish, easy to install.",1
"I am satisfied, it's very beautiful",1
A real disappointment,-1
Good product,1
"Well spicy, super good!",1
"Unlike other brands, it can be used to cook.",1
very very good,1
"Good product, good price and good delivery conditions, only small criticism the deadline was not indicated on Jumia.com.tn.",1
I liked this product.,1
I hate x 10000000,-1
Efficient for working,1
With a better price,1
Non complying product,-1
Works very well and illuminates well I bought so it is practical very good value for money,1
light and soft,1
I liked the effectiveness of this product but not the smell,1
Thank you so much,1
very good result and economic yield,1
Magnificent smell,1
Thank you they are good,1
Catastrophically mediocre quality,-1
My favorite,1
He is fantastic,1
Best value for money,1
Good product,1
Everything is great,1
Hydrates hair and shine,1
4 stars,1
It's null null.It’s scam.It's not Nespresso and the worst is a very bad imitation.I regret it squarely it's zero 0,-1
"Correct, authentic product, but I find a little light.",1
The image is too large to be stuck on a toilet door,-1
I recommand it,1
I asked for 2 lots of different colors each.I received a 6 -color colorful lot and the other 3 colors only,-1
Good taste,1
A very good quality,1
Everything is great,1
Very good best value for money but I hope the price remains fixed 195 dt,1
I am very happy,1
Quickly broke,-1
practical,1
Quality and price,1
You have to preheat it for an hour before eating,1
"thanks a lot for the gifts
Otherwise the cream is super the smell the texture everything is at the top",1
"I like bleach 0% chlorine, this is an excellent product that I used in my life.THANKS.",1
Bad color!,-1
An excellent product,1
Good product,1
Like on the photo,1
Very good quality,1
I did not like the brand's products.All make product spots and skin dryness,-1
Well as in the photo,1
"of the camera, having no protection",-1
Good value for money,1
Do not smell fresh and pleasant but so much that it is diluted and liquid the softener disperses too early.,1
"Small size, good quality",1
I highly recommend,1
Thank you for the quality I like,1
Super consistent for the start of days,1
A good value for money for the product.quickly delivered,1
Impeccable with perfect coverage,1
Even if it's cheap and c top top,1
Easy to install,1
I did not like,-1
Product in accordance with the description but high price,-1
A good product,1
Easy to apply even on its own. It embellishes the place,1
It is a little expensive but for me it is the only honey that relieves the cough and the only honey that I use as a medicine.,1
The best if we have not found the Nespresso capsules,1
Top quality and size too,1
Fast and practical,1
Good quality,1
It's not advised,-1
I like,-1
My favorite,1
Very practical article,1
Good quality,1
It's a very good product,1
"Oriental odor as its name
Good fixation all day",1
B1 and efficient,1
the slightly strong smell - a more neutral fragrance would be better,1
"Perfect product without smell and does not try clothes, however the price is a bit exaggerated and too expensive",1
Excellent value for money,1
Reasonable price,1
Well dressed. Easy to use,1
Excellent hygiene product and odor,1
Delicious !!,1
Efficient and good quality product,1
"Simple and efficient, super satisfied, I recommend",1
To recommend.A real coffee delight,1
The product conforms to my expectations,1
TOP REASONSTABLE QUALITY REPORT THANKS,1
"Mediocre quality, for this price, I was frankly expected much better thank you anyway",-1
Lack of charger,-1
????????????Thank you so much,1
That's wonderful,1
It's good,1
A little difficult to apply,1
Super cleaning product,1
The dishes is impeccable and the tablet dissolves during washing.,1
"Useful for painless, fast and efficient hair removal",1
the perfume,1
Well -produced,1
"After a week he holds up well, did not apply",1
It is very good,1
"Very convenient,
I plan to buy a second.",1
Good quality,1
Very good quality,1
article in accordance with advertising,1
Nice but zero finishes,-1
A good product.,1
Good price compared to quality.But one of the basket is a little damaged on the side,1
Good quality,1
